CAID,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,daycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,CHURN
3073,64,1,2,43,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1,0
3074,103,1,1,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2,0
3075,124,1,1,0,312,112,53.04,180,109,15.3,168.6,94,7.59,12.8,4,3.46,1,1
3076,97,1,1,0,146,121,24.82,203,141,17.26,151.8,120,6.83,13.3,2,3.59,1,0
3077,131,1,1,0,131.6,95,22.37,179.3,109,15.24,251.2,129,11.3,15.5,3,4.19,1,1
3078,157,1,1,0,185.1,92,31.47,213,85,18.11,196.1,85,8.82,8.5,5,2.3,2,0
3079,194,1,1,0,193.3,106,32.86,169,150,14.37,225.2,122,10.13,11.8,4,3.19,0,0
3080,66,1,1,0,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1,0
3081,155,1,1,0,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0,0
3082,123,1,1,0,123.2,104,20.94,190,117,16.15,170.3,95,7.66,12.9,5,3.48,4,1
3083,116,1,1,0,205,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2,0
3084,63,1,1,0,128.7,78,21.88,240.8,133,20.47,237.7,121,10.7,12.8,6,3.46,1,0
3085,64,1,1,0,216.9,78,36.87,211,115,17.94,179.8,116,8.09,11.4,5,3.08,3,0
3086,96,1,1,0,150,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,0
3087,53,1,1,0,164.1,106,27.9,206,56,17.51,194.7,124,8.76,11.4,2,3.08,1,0
3088,105,1,1,0,212,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,2.4,3,0
3089,129,1,2,30,177.3,95,30.14,211.8,102,18,240.2,108,10.81,9.3,7,2.51,3,0
3090,122,1,1,0,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,1,1
3091,163,1,1,0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,12.8,3,3.46,5,0
3092,93,1,1,0,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0,0
3093,25,1,1,0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,1,1
3094,73,1,1,0,122,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1,0
3095,120,1,1,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14,2,3.78,2,0
3096,196,1,1,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,0
3097,97,1,1,0,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,0,1
3098,148,1,1,0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1,0
3099,85,1,2,30,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1,0
3100,86,2,1,0,162.4,131,27.61,167,102,14.2,128.9,118,5.8,11.4,2,3.08,2,1
3101,78,1,2,13,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,6.4,5,1.73,2,0
3102,147,1,2,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,0
3103,81,1,2,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,0
3104,116,1,2,24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1,0
3105,69,1,2,37,155,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1,0
3106,73,1,1,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,0
3107,48,1,1,0,240,88,40.8,141,117,11.99,128.9,137,5.8,7.1,9,1.92,1,0
3108,125,2,1,0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0,1
3109,100,1,1,0,166,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1,0
3110,165,1,2,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16,3,4.32,0,0
3111,64,1,1,0,174.5,98,29.67,180.2,103,15.32,179,89,8.06,10.7,2,2.89,2,0
3112,116,2,2,27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1,0
3113,147,2,2,35,157.5,109,26.78,189.6,67,16.12,227,76,10.22,11.1,2,3,3,1
3114,115,1,1,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11,7,2.97,1,0
3115,84,1,2,35,207.5,138,35.28,201,116,17.09,164.5,107,7.4,7.5,16,2.03,4,0
3116,86,1,2,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,0
3117,105,1,1,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,1
3118,88,1,1,0,152.9,119,25.99,171.2,107,14.55,257,106,11.57,12,5,3.24,2,0
3119,90,1,2,27,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4,2,0
3120,86,1,1,0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1,0
3121,37,1,1,0,221,126,37.57,204.5,110,17.38,118,98,5.31,6.8,3,1.84,4,0
3122,141,1,2,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1,1
3123,163,1,2,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,0
3124,89,1,2,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1,0
3125,63,1,1,0,180.5,126,30.69,230,98,19.55,232.5,73,10.46,10.6,3,2.86,0,0
3126,102,1,1,0,123.1,106,20.93,182,102,15.47,244.6,75,11.01,12.6,7,3.4,2,0
3127,104,1,1,0,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6,6,1.62,2,0
3128,109,1,1,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,0
3129,63,1,2,33,184.2,111,31.31,312.6,89,26.57,264,55,11.88,12.2,4,3.29,1,0
3130,105,1,2,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3,0
3131,68,2,2,39,142,140,24.14,241.6,89,20.54,302,72,13.59,11.3,5,3.05,1,0
3132,91,2,1,0,246.4,110,41.89,182,98,15.47,157.6,106,7.09,12.1,2,3.27,2,1
3133,101,1,1,0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5,0
3134,116,1,1,0,288,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,1
3135,84,1,1,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,0
3136,108,1,1,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,0
3137,111,1,1,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,0
3138,155,1,2,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,0
3139,69,1,1,0,227,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,0
3140,116,1,1,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,0
3141,101,1,1,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0,0
3142,15,1,1,0,121.1,130,20.59,216,86,18.36,235.1,33,10.58,16.1,5,4.35,2,0
3143,88,1,1,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4,1
3144,50,2,1,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,1
3145,172,1,1,0,169.8,123,28.87,183.1,94,15.56,395,72,17.77,12.7,7,3.43,2,0
3146,188,2,2,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,1
3147,85,2,1,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,0
3148,103,2,1,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,1
3149,136,1,2,27,187.7,84,31.91,221,147,18.79,145.7,110,6.56,10,4,2.7,3,0
3150,116,1,2,12,221,108,37.57,151,118,12.84,179,80,8.06,9,6,2.43,2,0
3151,152,1,1,0,140.5,92,23.89,186.8,96,15.88,227,89,10.22,9.5,5,2.57,2,0
3152,180,1,1,0,224.9,105,38.23,250,101,21.25,216.1,73,9.72,6.7,5,1.81,3,1
3153,67,1,1,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,0
3154,60,1,1,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0,0
3155,138,1,1,0,205.9,96,35,257.1,94,21.85,209,63,9.4,12.1,8,3.27,0,0
3156,44,1,1,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,1
3157,25,1,1,0,242.6,69,41.24,209,117,17.77,219.7,82,9.89,14.4,6,3.89,2,0
3158,145,1,1,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,0
3159,122,1,2,28,166,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,0
3160,121,1,1,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,1
3161,55,2,1,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,0
3162,77,1,1,0,221.8,84,37.71,166,125,14.11,210.2,72,9.46,13.2,4,3.56,1,0
3163,12,1,1,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,0
3164,64,1,1,0,213.5,93,36.3,166.6,114,14.16,122,78,5.49,14.1,3,3.81,3,0
3165,125,2,2,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17,6,4.59,1,1
3166,160,1,1,0,166.4,117,28.29,317,129,26.95,160.4,121,7.22,10,2,2.7,1,0
3167,36,1,1,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7,7,1.89,3,0
3168,138,2,1,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,0
3169,164,1,1,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,0
3170,125,1,1,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,1
3171,72,1,1,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,0
3172,74,1,1,0,314.1,86,53.4,222.4,99,18.9,259,121,11.66,12.3,5,3.32,3,1
3173,134,1,2,41,162,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0,0
3174,145,1,1,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,0
3175,209,1,1,0,255.1,124,43.37,230.6,110,19.6,218,69,9.81,8.5,5,2.3,3,1
3176,66,2,1,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3,0
3177,162,1,1,0,49.2,121,8.36,143.9,136,12.23,203,97,9.14,12.1,13,3.27,1,0
3178,101,1,1,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,0
3179,46,1,1,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9,2,2.43,2,0
3180,132,1,1,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,1
3181,193,1,2,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7,11.7,3,3.16,0,0
3182,63,1,1,0,261.8,69,44.51,245,135,20.83,202.1,94,9.09,14.7,4,3.97,0,1
3183,124,1,1,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10,3,2.7,1,0
3184,144,1,1,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,0
3185,116,1,2,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6,3,1.62,2,0
3186,189,1,2,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,0
3187,97,1,2,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,0
3188,142,1,2,38,163.3,104,27.76,136,114,11.56,249.1,127,11.21,4.3,6,1.16,0,0
3189,84,1,1,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,0
3190,158,1,1,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,0
3191,182,1,1,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,1
3192,51,1,1,0,169.3,111,28.78,139.5,69,11.86,197,87,8.87,12,3,3.24,0,0
3193,117,1,1,0,214.4,94,36.45,138,149,11.73,148.7,102,6.69,9.9,1,2.67,2,0
3194,92,2,1,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,0
3195,86,1,1,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,0
3196,156,1,2,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4,1,0
3197,130,2,1,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5,1
3198,145,2,2,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3,1,0
3199,90,2,2,26,169,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,1
3200,127,1,2,27,2.6,113,0.44,254,102,21.59,242.7,156,10.92,9.2,5,2.48,3,0
3201,109,1,1,0,184.1,143,31.3,211.7,105,17.99,243,116,10.93,9.9,2,2.67,1,0
3202,88,1,1,0,181.9,90,30.92,151.5,87,12.88,143,100,6.44,7.5,3,2.03,1,0
3203,101,1,2,9,160.1,116,27.22,210,121,17.85,139.1,65,6.26,10.8,9,2.92,0,0
3204,171,1,1,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,0
3205,145,1,2,31,216,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,0
3206,90,1,1,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8,7,2.16,2,0
3207,33,1,1,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1,0
3208,61,1,2,40,105,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,1
3209,107,1,1,0,204.5,108,34.77,162.4,110,13.8,155,102,6.98,13.4,1,3.62,3,0
3210,117,1,1,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,0
3211,95,1,1,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,0
3212,186,1,1,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,0
3213,128,1,1,0,179.4,94,30.5,270.4,92,22.98,191,88,8.59,7.9,4,2.13,0,0
3214,55,1,2,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,0
3215,134,1,1,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,0
3216,96,1,2,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,0
3217,107,1,1,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,0
3218,123,1,1,0,140,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,0
3219,35,1,1,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,0
3220,74,1,1,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12,3,3.24,0,0
3221,130,1,1,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,0
3222,137,2,1,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,1
3223,88,1,1,0,181.5,116,30.86,187,119,15.9,220.3,96,9.91,10.5,7,2.84,1,0
3224,80,1,1,0,51.5,90,8.76,164,98,13.94,169.4,80,7.62,9.5,4,2.57,3,0
3225,116,1,2,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,0
3226,120,1,1,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,0
3227,146,2,1,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,0
3228,106,1,2,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,0
3229,121,1,2,44,116,85,19.72,150.1,120,12.76,246.8,98,11.11,12,2,3.24,1,0
3230,137,1,1,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,0
3231,84,1,2,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,0
3232,67,1,2,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,0
3233,161,1,1,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,1
3234,134,1,2,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,1
3235,62,2,2,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,1
3236,120,1,2,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9,13,2.43,1,0
3237,20,1,1,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,0
3238,68,1,1,0,158.8,119,27,211.8,105,18,198.1,101,8.91,10.3,3,2.78,1,0
3239,77,1,1,0,185.9,95,31.6,212,98,18.02,282.3,81,12.7,11.3,4,3.05,3,0
3240,79,1,2,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,0
3241,38,1,1,0,175.7,109,29.87,211.8,97,18,137.9,109,6.21,9.2,3,2.48,5,1
3242,109,1,2,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9,6,2.43,6,1
3243,134,1,1,0,244.1,99,41.5,246.9,111,20.99,200,133,9,7.2,2,1.94,0,0
3244,47,1,2,27,165,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,0
3245,59,1,2,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,0
3246,151,1,1,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,0
3247,129,1,1,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3,1,0
3248,107,1,2,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,0
3249,137,2,1,0,258,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,1
3250,76,1,1,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1,0
3251,24,1,1,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,0
3252,169,1,1,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10,4,2.7,2,0
3253,30,1,1,0,54,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1,0
3254,70,1,1,0,214.8,87,36.52,131,114,11.14,216.9,104,9.76,9.4,3,2.54,3,0
3255,52,2,1,0,251.4,118,42.74,196.6,80,16.71,192,53,8.64,11,2,2.97,0,1
3256,3,1,1,0,139,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,0
3257,104,1,1,0,264,108,44.88,132.2,75,11.24,177.7,91,8,10.6,8,2.86,3,0
3258,27,1,1,0,82.6,105,14.04,204,99,17.34,224.2,122,10.09,9.1,4,2.46,1,0
3259,13,1,1,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2,0
3260,52,1,1,0,217,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2,0
3261,114,1,2,25,129,77,21.93,290,110,24.65,177.1,110,7.97,11.6,5,3.13,1,0
3262,156,1,1,0,150.5,106,25.59,152.9,112,13,215.9,86,9.72,3.5,3,0.95,1,0
3263,90,1,2,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3,0,0
3264,62,1,1,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2,0
3265,82,1,2,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11,6,2.97,2,0
3266,52,1,1,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,0
3267,120,1,2,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,0
3268,90,1,1,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1,0
3269,147,2,1,0,183.8,113,31.25,164.7,110,14,111,87,5,10.1,4,2.73,1,0
3270,159,1,1,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0,1
3271,74,1,2,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,0
3272,130,1,1,0,252,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,0
3273,155,2,1,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,0
3274,81,1,1,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,1
3275,99,1,1,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,0
3276,131,1,1,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,0
3277,123,2,1,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4,1
3278,130,1,2,26,257.2,108,43.72,224.3,122,19.07,204,118,9.18,12.6,4,3.4,1,0
3279,99,1,1,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,0
3280,36,1,1,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,0
3281,87,1,1,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3,0
3282,139,1,1,0,271.6,130,46.17,156,131,13.26,136.3,108,6.13,11.6,9,3.13,2,0
3283,189,1,1,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1,0
3284,112,1,1,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2,0
3285,178,1,2,35,175.4,88,29.82,190,65,16.15,138.7,94,6.24,10.5,3,2.84,2,0
3286,112,1,1,0,266,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,1
3287,108,1,2,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0,0
3288,100,1,1,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14,8,3.78,0,0
3289,116,1,1,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10,6,2.7,1,0
3290,161,1,1,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,0
3291,19,2,1,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,0,0
3292,104,1,1,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,0
3293,119,2,2,32,173,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,0
3294,156,1,1,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,0
3295,109,1,1,0,137,128,23.29,217,116,18.45,182.1,86,8.19,10,5,2.7,2,0
3296,95,1,1,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,0
3297,90,1,1,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,0
3298,105,1,2,21,147,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2,0
3299,160,1,1,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,0
3300,141,1,2,28,308,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2,1,0
3301,87,1,1,0,58,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,0
3302,81,1,1,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,0
3303,126,1,2,24,58.9,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0,0
3304,28,1,1,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,0
3305,153,1,1,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0,0
3306,97,1,2,32,90,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2,1
3307,115,1,1,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3,2,0
3308,95,1,1,0,237.3,83,40.34,154,65,13.09,237,105,10.67,11.2,6,3.02,1,0
3309,17,2,1,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0,1
3310,105,1,2,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1,0
3311,121,1,1,0,86.1,100,14.64,259.8,113,22.08,148,79,6.66,9.1,9,2.46,2,0
3312,124,1,1,0,151,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,0
3313,134,1,1,0,296,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,1
3314,123,1,2,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78,3,0
3315,124,1,1,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3,0
3316,133,1,1,0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,2,0
3317,1,1,2,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10,2,2.7,1,0
3318,107,1,1,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1,0
3319,91,1,2,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1,0
3320,123,1,1,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1,0
3321,85,1,1,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,0
3322,134,1,2,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3,2,0
3323,148,1,2,36,77.6,141,13.19,207,60,17.6,255.7,115,11.51,10.9,2,2.94,1,0
3324,93,1,1,0,271.1,101,46.09,237.4,133,20.18,145.4,103,6.54,8.4,6,2.27,1,1
3325,138,1,1,0,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,11.6,1,3.13,0,0
3326,150,1,2,27,209.8,112,35.67,155,80,13.18,251.5,111,11.32,7.2,6,1.94,0,0
3327,37,1,1,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3,0
3328,55,1,1,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1,0
3329,107,1,1,0,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51,2,0
